,Advice.to.Sr..Management,Advice_to_management,sentiment,Polarity,Subjectivity,sentiment_txt
117,"McGraw Hill needs to change management and create a culture that values and rewards it's employees from the bottom up.  The company needs to make a real investment in market research in order to better understand the needs and wants of customers in order to bring real, market driven products instead of forcing unwanted products to customers.","McGraw Hill needs to change management and create a culture that values and rewards it's employees from the bottom up.  The company needs to make a real investment in market research in order to better understand the needs and wants of customers in order to bring real, market driven products instead of forcing unwanted products to customers.","Sentiment(polarity=0.27499999999999997, subjectivity=0.30000000000000004)",-0.175,0.175,neg
118,"Be upfront about the job people are applying for. I was an overachiever and even offered a promotion within the company which my boss blocked. It is a mess, don't work there.","Be upfront about the job people are applying for. I was an overachiever and even offered a promotion within the company which my boss blocked. It is a mess, don't work there.","Sentiment(polarity=-0.175, subjectivity=0.175)",0.0,0.0,neu
119,None.,None.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
120,Stop sugar coating this position.  It is just a customer service job and let people know before day 1.,Stop sugar coating this position.  It is just a customer service job and let people know before day 1.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.2778409090909091,0.37613636363636366,pos
121,Get another floor! There is no space left for even new full time hires what more for interns!,Get another floor! There is no space left for even new full time hires what more for interns!,"Sentiment(polarity=0.2778409090909091, subjectivity=0.37613636363636366)",0.2888888888888889,0.7555555555555555,pos
122,"I cannot offer any. You've already destroyed what was once a great company. The fact that you do not even see what is wrong nor have done anything to address it is astounding. Just like King Midas, everything you've touched appears to be ""turned to gold"", when really, you've just permanently frozen everything. Yet all you see is gold and think you've done a wonderful job. Wake up and drink the coffee instead of the Kool-Aid. I hear they are still serving the Kool-Aid at TR.

I feel sorry for you when the customers finally realize how much your choices and actions have stifled a great platform and they leave...","I cannot offer any. You've already destroyed what was once a great company. The fact that you do not even see what is wrong nor have done anything to address it is astounding. Just like King Midas, everything you've touched appears to be ""turned to gold"", when really, you've just permanently frozen everything. Yet all you see is gold and think you've done a wonderful job. Wake up and drink the coffee instead of the Kool-Aid. I hear they are still serving the Kool-Aid at TR.

I feel sorry for you when the customers finally realize how much your choices and actions have stifled a great platform and they leave...","Sentiment(polarity=0.2888888888888889, subjectivity=0.7555555555555555)",0.2,0.2,pos
123,Stick the course -it's already much improved...,Stick the course -it's already much improved...,"Sentiment(polarity=0.2, subjectivity=0.2)",0.13636363636363635,0.45454545454545453,pos
124,Cut all senior management and start new.,Cut all senior management and start new.,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.3181818181818182,0.4772727272727273,pos
125,Provide more direction for new employees (it took me 6-12 months before I had any idea of what the role entailed).,Provide more direction for new employees (it took me 6-12 months before I had any idea of what the role entailed).,"Sentiment(polarity=0.3181818181818182, subjectivity=0.4772727272727273)",0.25,0.75,pos
126,"Wake up and realize that unless you start respecting (and paying) your top talent, its all going to leave the building.  You think losing 2-3 key people a week would send a signal.","Wake up and realize that unless you start respecting (and paying) your top talent, its all going to leave the building.  You think losing 2-3 key people a week would send a signal.","Sentiment(polarity=0.25, subjectivity=0.75)",0.0,0.1,neu
127,Actually do something with all the feedback that you have instead of steamrolling everyone and accepting your losses.,Actually do something with all the feedback that you have instead of steamrolling everyone and accepting your losses.,"Sentiment(polarity=0.0, subjectivity=0.1)",0.2,0.30000000000000004,pos
128,Be upfront with development analysts about their real job.,Be upfront with development analysts about their real job.,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)",0.0,0.0,neu
129,Set product vision and then execute,Set product vision and then execute,"Sentiment(polarity=0.0, subjectivity=0.0)",0.35,0.35,pos
130,Take more time to talk to employees and really listen to feedback.,Take more time to talk to employees and really listen to feedback.,"Sentiment(polarity=0.35, subjectivity=0.35)",0.12500000000000003,0.3833333333333333,pos
131,"Be clear about the position, misleading people about the job description is why your employees want to leave!","Be clear about the position, misleading people about the job description is why your employees want to leave!","Sentiment(polarity=0.12500000000000003, subjectivity=0.3833333333333333)",0.06,0.28,pos
132,should hire more outside talent as management here has a very narrow view of the company and the world outside,should hire more outside talent as management here has a very narrow view of the company and the world outside,"Sentiment(polarity=0.06, subjectivity=0.28)",0.1875,0.4791666666666667,pos
133,"Management training is required.  It would also help to move away from being such a flat organization- it would help define roles more clearly and help hold people accountable.  One manager can not effectively manage 50 to 100 people. 
Processes need to be clearly defined.  Growth happened so fast now it's really time to take a look at how to streamline things and become more effective.","Management training is required.  It would also help to move away from being such a flat organization- it would help define roles more clearly and help hold people accountable.  One manager can not effectively manage 50 to 100 people. 
Processes need to be clearly defined.  Growth happened so fast now it's really time to take a look at how to streamline things and become more effective.","Sentiment(polarity=0.1875, subjectivity=0.4791666666666667)",0.5,0.5,pos
134,Have interns take on more responsibility.,Have interns take on more responsibility.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.041666666666666664,0.625,pos
135,With the recent reorganization you know the writings on the wall. McGraw-Hill will spin you off and sell Capital IQ. Unfortunately they will never be able to recover the inflated price they paid for you. Cents on the dollar!,With the recent reorganization you know the writings on the wall. McGraw-Hill will spin you off and sell Capital IQ. Unfortunately they will never be able to recover the inflated price they paid for you. Cents on the dollar!,"Sentiment(polarity=0.041666666666666664, subjectivity=0.625)",0.39375,0.56875,pos
